time,error,integral,derivative,output,setpoint,measured_value,angle_x,angle_y,control_signal,speed
18.464,-0.3263036,-13.53718,25.21406,-35.38845,0.0,0.3263036,91.66802,0.3263036,-35.38845,4335
18.527,0.1532159,-13.53565,29.76164,13.01885,0.0,-0.1532159,91.99802,-0.1532159,13.01885,5128
18.589,0.7767751,-13.52788,36.28049,76.02969,0.0,-0.7767751,91.77728,-0.7767751,76.02969,6160
18.65,0.7428622,-13.52045,28.34614,71.84785,0.0,-0.7428622,91.86761,-0.7428622,71.84785,6092
18.775,0.622591,-13.51423,20.27149,59.01571,0.0,-0.622591,91.71317,-0.622591,59.01571,5882
18.838,1.282787,-13.5014,29.42112,80,0.0,-1.282787,90.75851,-1.282787,80,6225
18.903,1.717837,-13.48422,32.23788,80,0.0,-1.717837,90.46348,-1.717837,80,6225
18.967,1.613967,-13.46808,23.71291,80,0.0,-1.613967,90.43874,-1.613967,80,6225
19.03,1.790859,-13.45017,22.50817,80,0.0,-1.790859,90.28479,-1.790859,80,6225
19.103,1.883823,-13.43133,19.86581,80,0.0,-1.883823,90.38326,-1.883823,80,6225
19.165,2.426547,-13.40707,26.74713,80,0.0,-2.426547,90.65577,-2.426547,80,6225
19.227,2.704458,-13.38002,26.95592,80,0.0,-2.704458,90.19968,-2.704458,80,6225
19.291,2.803335,-13.35199,23.54228,80,0.0,-2.803335,90.29897,-2.803335,80,6225
19.358,2.644007,-13.32555,15.64726,80,0.0,-2.644007,90.50771,-2.644007,80,6225
19.425,2.799762,-13.29755,15.63291,80,0.0,-2.799762,90.53455,-2.799762,80,6225
19.501,3.005719,-13.26749,16.62547,80,0.0,-3.005719,90.74651,-3.005719,80,6225
19.573,3.02409,-13.23725,13.66779,80,0.0,-3.02409,90.5713,-3.02409,80,6225
19.643,3.040653,-13.20685,11.26551,80,0.0,-3.040653,91.41686,-3.040653,80,6225
19.713,2.759172,-13.17925,3.382784,80,0.0,-2.759172,91.52917,-2.759172,80,6225
19.844,3.539677,-13.14386,18.31633,80,0.0,-3.539677,91.98273,-3.539677,80,6225
19.912,3.290328,-13.11095,9.666074,80,0.0,-3.290328,91.8432,-3.290328,80,6225
19.979,3.537402,-13.07558,12.67435,80,0.0,-3.537402,91.42002,-3.537402,80,6225
20.049,3.523006,-13.04035,9.851557,80,0.0,-3.523006,91.26469,-3.523006,80,6225
20.12,3.611812,-13.00423,9.657359,80,0.0,-3.611812,91.42825,-3.611812,80,6225
20.19,3.58503,-12.96838,7.190251,80,0.0,-3.58503,91.5306,-3.58503,80,6225
20.263,3.89048,-12.92948,11.86121,80,0.0,-3.89048,91.30954,-3.89048,80,6225
20.333,3.989088,-12.88959,11.46112,80,0.0,-3.989088,91.44058,-3.989088,80,6225
20.403,3.880708,-12.85078,7.001296,80,0.0,-3.880708,91.31034,-3.880708,80,6225
20.474,4.205657,-12.80872,12.10003,80,0.0,-4.205657,91.25162,-4.205657,80,6225
20.552,4.24804,-12.76624,10.52768,80,0.0,-4.24804,91.28185,-4.24804,80,6225
20.662,4.449448,-12.72175,12.45029,80,0.0,-4.449448,91.15149,-4.449448,80,6225
20.714,4.463492,-12.67711,10.24112,80,0.0,-4.463492,91.02163,-4.463492,80,6225
20.766,4.580104,-12.63131,10.52513,80,0.0,-4.580104,91.23662,-4.580104,80,6225
20.82,4.402449,-12.58729,4.867002,80,0.0,-4.402449,91.26676,-4.402449,80,6225
20.936,4.55789,-12.54171,7.002428,80,0.0,-4.55789,91.03022,-4.55789,80,6225
20.987,4.585053,-12.49586,6.145213,80,0.0,-4.585053,91.04822,-4.585053,80,6225
21.037,4.426091,-12.4516,1.736916,80,0.0,-4.426091,91.1088,-4.426091,80,6225
21.092,4.084275,-12.41075,-5.446786,80,0.0,-4.084275,90.93459,-4.084275,80,6225
21.145,3.681065,-12.37394,-12.42163,80,0.0,-3.681065,90.89292,-3.681065,80,6225
21.197,3.052683,-12.34341,-22.50493,80,0.0,-3.052683,90.98963,-3.052683,80,6225
21.255,1.942225,-12.32399,-40.21311,80,0.0,-1.942225,90.31783,-1.942225,80,6225
21.312,1.513561,-12.30886,-40.74377,80,0.0,-1.513561,90.46528,-1.513561,80,6225
21.365,0.7534287,-12.30132,-47.79766,65.76559,0.0,-0.7534287,90.53822,-0.7534287,65.76559,5992
21.421,0.5252285,-12.29607,-42.80214,43.44716,0.0,-0.5252285,90.68528,-0.5252285,43.44716,5626
21.479,0.04351971,-12.29564,-43.87589,-4.830915,0.0,-0.04351971,90.6255,-0.04351971,-4.830915,4835
21.543,-0.5525529,-12.30116,-47.02216,-64.75496,0.0,0.5525529,90.58126,0.5525529,-64.75496,3854
21.599,-0.6102473,-12.30726,-38.77162,-69.70172,0.0,0.6102473,90.64771,0.6102473,-69.70172,3773
21.666,-1.028958,-12.31755,-39.39152,-80,0.0,1.028958,90.45582,1.028958,-80,3604
21.723,-0.4740042,-12.32229,-20.41413,-54.24752,0.0,0.4740042,90.26746,0.4740042,-54.24752,4026
21.843,-0.7006246,-12.3293,-20.86371,-76.95726,0.0,0.7006246,90.05878,0.7006246,-76.95726,3654
21.904,-1.357714,-12.34288,-29.83275,-80,0.0,1.357714,89.59116,1.357714,-80,3604
21.967,-0.9371811,-12.35225,-15.45555,-80,0.0,0.9371811,89.77037,0.9371811,-80,3604
22.032,-1.211797,-12.36437,-17.85677,-80,0.0,1.211797,89.85349,1.211797,-80,3604
22.093,-1.85977,-12.38296,-27.24487,-80,0.0,1.85977,90.05629,1.85977,-80,3604
22.156,-2.121985,-12.40418,-27.04019,-80,0.0,2.121985,89.88242,2.121985,-80,3604
22.221,-2.211313,-12.4263,-23.4187,-80,0.0,2.211313,89.99286,2.211313,-80,3604
22.292,-2.455158,-12.45085,-23.61187,-80,0.0,2.455158,90.03558,2.455158,-80,3604
22.36,-2.783233,-12.47868,-25.451,-80,0.0,2.783233,89.90779,2.783233,-80,3604
22.425,-2.763587,-12.50632,-19.96787,-80,0.0,2.763587,89.6454,2.763587,-80,3604
22.489,-2.799881,-12.53432,-16.70018,-80,0.0,2.799881,89.60078,2.799881,-80,3604
22.556,-3.142647,-12.56574,-20.21548,-80,0.0,3.142647,89.64288,3.142647,-80,3604
22.622,-3.141723,-12.59716,-16.1539,-80,0.0,3.141723,90.17973,3.141723,-80,3604
22.687,-3.333343,-12.63049,-16.75552,-80,0.0,3.333343,90.30294,3.333343,-80,3604
22.758,-3.534806,-12.66584,-17.43366,-80,0.0,3.534806,90.37949,3.534806,-80,3604
22.889,-3.596944,-12.70181,-15.18971,-80,0.0,3.596944,90.30799,3.596944,-80,3604
22.955,-3.646153,-12.73827,-13.13595,-80,0.0,3.646153,89.80069,3.646153,-80,3604
23.026,-3.777033,-12.77604,-13.12635,-80,0.0,3.777033,89.8801,3.777033,-80,3604
23.091,-4.439638,-12.82044,-23.75318,-80,0.0,4.439638,89.936,4.439638,-80,3604
23.16,-4.560273,-12.86604,-21.41525,-80,0.0,4.560273,89.78219,4.560273,-80,3604
23.226,-5.031868,-12.91636,-26.5641,-80,0.0,5.031868,89.58804,5.031868,-80,3604
23.298,-5.168363,-12.96804,-23.98117,-80,0.0,5.168363,89.54748,5.168363,-80,3604
23.369,-5.401249,-13.02206,-23.84266,-80,0.0,5.401249,89.54178,5.401249,-80,3604
23.436,-5.463452,-13.07669,-20.3182,-80,0.0,5.463452,89.65607,5.463452,-80,3604
23.504,-5.467993,-13.13137,-16.34538,-80,0.0,5.467993,90.30182,5.467993,-80,3604
23.573,-5.627775,-13.18765,-16.27194,-80,0.0,5.627775,90.25311,5.627775,-80,3604
23.645,-5.857938,-13.24623,-17.62081,-80,0.0,5.857938,90.356,5.857938,-80,3604
23.715,-5.356321,-13.29979,-4.064306,-80,0.0,5.356321,90.24897,5.356321,-80,3604
23.789,-5.674483,-13.35653,-9.614684,-80,0.0,5.674483,90.10101,5.674483,-80,3604
23.861,-5.923039,-13.41576,-12.66287,-80,0.0,5.923039,90.08614,5.923039,-80,3604
24.001,-6.064196,-13.47641,-12.95343,-80,0.0,6.064196,90.18769,6.064196,-80,3604
24.117,-6.044777,-13.53685,-9.97438,-80,0.0,6.044777,90.23807,6.044777,-80,3604
24.181,-5.823611,-13.59509,-3.556181,-80,0.0,5.823611,90.47028,5.823611,-80,3604
24.234,-5.620629,-13.6513,1.214694,-80,0.0,5.620629,90.5358,5.620629,-80,3604
24.288,-5.672425,-13.70802,-0.06415421,-80,0.0,5.672425,90.29166,5.672425,-80,3604
24.345,-5.936469,-13.76739,-5.332209,-80,0.0,5.936469,90.30167,5.936469,-80,3604
24.399,-5.652359,-13.82391,1.416443,-80,0.0,5.652359,90.55572,5.652359,-80,3604
24.451,-5.511034,-13.87902,3.959645,-80,0.0,5.511034,90.62524,5.511034,-80,3604
24.51,-4.93989,-13.92842,14.59059,-80,0.0,4.93989,90.24012,4.93989,-80,3604
24.562,-4.602497,-13.97444,18.42034,-80,0.0,4.602497,90.24913,4.602497,-80,3604
24.617,-4.581654,-14.02026,15.15313,-80,0.0,4.581654,90.6198,4.581654,-80,3604
24.673,-4.27034,-14.06296,18.34878,-80,0.0,4.27034,90.6562,4.27034,-80,3604
24.733,-3.897492,-14.10194,22.13599,-80,0.0,3.897492,90.78813,3.897492,-80,3604
24.788,-3.518937,-14.13713,25.2799,-80,0.0,3.518937,90.64662,3.518937,-80,3604
24.843,-3.053149,-14.16766,29.53969,-80,0.0,3.053149,90.59454,3.053149,-80,3604
24.964,-2.595389,-14.19361,32.78694,-80,0.0,2.595389,90.91042,2.595389,-80,3604
25.02,-2.265569,-14.21627,32.82596,-80,0.0,2.265569,90.79278,2.265569,-80,3604
25.079,-2.145325,-14.23772,28.66565,-80,0.0,2.145325,90.80256,2.145325,-80,3604
25.14,-1.963681,-14.25736,26.5654,-80,0.0,1.963681,90.18384,1.963681,-80,3604
25.2,-1.85598,-14.27592,23.40633,-80,0.0,1.85598,90.39284,1.85598,-80,3604
25.261,-1.568229,-14.2916,24.48009,-80,0.0,1.568229,91.15443,1.568229,-80,3604
25.32,-1.286088,-14.30446,25.22689,-80,0.0,1.286088,91.40204,1.286088,-80,3604
25.381,-1.117805,-14.31564,23.54717,-80,0.0,1.117805,91.37554,1.117805,-80,3604
25.444,-0.7998121,-14.32364,25.1976,-80,0.0,0.7998121,91.5834,0.7998121,-80,3604
25.504,-0.9624003,-14.33326,16.90632,-80,0.0,0.9624003,91.42269,0.9624003,-80,3604
25.566,-0.7665007,-14.34093,17.44305,-80,0.0,0.7665007,91.45614,0.7665007,-80,3604
25.629,-0.5006521,-14.34593,19.27141,-53.73299,0.0,0.5006521,91.44525,0.5006521,-53.73299,4034
25.691,-0.3408132,-14.34934,18.6139,-37.81618,0.0,0.3408132,91.75939,0.3408132,-37.81618,4295
25.755,-0.1214865,-14.35056,19.27766,-15.8176,0.0,0.1214865,92.01522,0.1214865,-15.8176,4655
25.82,-0.2803435,-14.35336,12.24499,-32.40766,0.0,0.2803435,91.93551,0.2803435,-32.40766,4384
25.94,-0.1350512,-14.35471,12.70184,-17.83327,0.0,0.1350512,92.0194,0.1350512,-17.83327,4622
26.002,0.2983296,-14.35173,18.82909,26.1187,0.0,-0.2983296,92.01084,-0.2983296,26.1187,5343
26.066,0.7588546,-14.34414,24.27377,72.71862,0.0,-0.7588546,91.76158,-0.7588546,72.71862,6106
26.137,0.9481505,-14.33466,23.20494,80,0.0,-0.9481505,91.79705,-0.9481505,80,6225
26.205,0.6069267,-14.32859,11.73947,56.27847,0.0,-0.6069267,91.58943,-0.6069267,56.27847,5837
26.272,0.3453541,-14.32514,4.160123,29.36462,0.0,-0.3453541,92.30874,-0.3453541,29.36462,5396
26.342,0.3722135,-14.32141,3.865288,32.02253,0.0,-0.3722135,92.13043,-0.3722135,32.02253,5439
26.411,0.5555959,-14.31586,6.759877,50.65239,0.0,-0.5555959,92.12846,-0.5555959,50.65239,5745
26.478,0.922871,-14.30663,12.75341,80,0.0,-0.922871,92.30196,-0.922871,80,6225
26.545,1.069098,-14.29594,13.12727,80,0.0,-1.069098,92.17061,-1.069098,80,6225
26.613,1.158406,-14.28436,12.28797,80,0.0,-1.158406,91.9113,-1.158406,80,6225
26.682,1.203748,-14.27232,10.73722,80,0.0,-1.203748,92.06017,-1.203748,80,6225
26.757,1.697867,-14.25534,18.47215,80,0.0,-1.697867,92.38943,-1.697867,80,6225
26.825,1.590961,-14.23943,12.6396,80,0.0,-1.590961,92.45956,-1.590961,80,6225
26.896,1.628515,-14.22315,10.86277,80,0.0,-1.628515,92.45354,-1.628515,80,6225
27.024,2.084653,-14.2023,17.81297,80,0.0,-2.084653,92.40047,-2.084653,80,6225
27.092,2.27049,-14.17959,17.96712,80,0.0,-2.27049,92.32434,-2.27049,80,6225
27.167,2.365631,-14.15594,16.27652,80,0.0,-2.365631,92.3811,-2.365631,80,6225
27.24,2.75187,-14.12842,20.74599,80,0.0,-2.75187,92.13224,-2.75187,80,6225
27.316,3.187292,-14.09655,25.30523,80,0.0,-3.187292,91.9136,-3.187292,80,6225
27.423,3.697704,-14.05957,30.45243,80,0.0,-3.697704,92.19917,-3.697704,80,6225
27.476,3.575354,-14.02382,21.91494,80,0.0,-3.575354,92.36803,-3.575354,80,6225
27.526,3.773485,-13.98608,21.49458,80,0.0,-3.773485,92.18851,-3.773485,80,6225
27.576,3.689921,-13.94918,15.52439,80,0.0,-3.689921,92.11334,-3.689921,80,6225
27.632,3.652333,-13.91266,11.66775,80,0.0,-3.652333,92.33297,-3.652333,80,6225
27.689,3.508877,-13.87757,6.465082,80,0.0,-3.508877,92.13138,-3.508877,80,6225
27.746,2.964692,-13.84792,-5.711642,80,0.0,-2.964692,91.87646,-2.964692,80,6225
27.804,3.163165,-13.81629,-0.599859,80,0.0,-3.163165,91.76243,-3.163165,80,6225
27.861,3.257966,-13.78371,1.416146,80,0.0,-3.257966,91.68687,-3.257966,80,6225
27.918,3.712436,-13.74659,10.22231,80,0.0,-3.712436,91.29858,-3.712436,80,6225
28.035,4.030742,-13.70628,14.54396,80,0.0,-4.030742,91.2653,-4.030742,80,6225
28.092,3.911619,-13.66717,9.252721,80,0.0,-3.911619,91.29009,-3.911619,80,6225
28.152,3.78877,-13.62928,4.945197,80,0.0,-3.78877,91.39751,-3.78877,80,6225
28.209,3.962974,-13.58965,7.44024,80,0.0,-3.962974,91.04217,-3.962974,80,6225
28.264,4.090847,-13.54874,8.509645,80,0.0,-4.090847,91.15474,-4.090847,80,6225
28.32,4.42446,-13.50449,13.47998,80,0.0,-4.42446,91.18436,-4.42446,80,6225
28.378,4.70671,-13.45743,16.42899,80,0.0,-4.70671,91.13021,-4.70671,80,6225
28.434,4.328204,-13.41415,5.573064,80,0.0,-4.328204,91.13458,-4.328204,80,6225
28.496,4.424232,-13.3699,6.379018,80,0.0,-4.424232,91.18094,-4.424232,80,6225
28.559,4.57373,-13.32417,8.093155,80,0.0,-4.57373,90.87664,-4.57373,80,6225
28.625,4.726399,-13.2769,9.527922,80,0.0,-4.726399,90.85437,-4.726399,80,6225
28.689,5.030509,-13.2266,13.70453,80,0.0,-5.030509,91.00536,-5.030509,80,6225
28.752,4.805829,-13.17854,6.470015,80,0.0,-4.805829,90.9659,-4.805829,80,6225
28.813,4.84552,-13.13008,5.96985,80,0.0,-4.84552,90.98819,-4.84552,80,6225
28.884,4.780332,-13.08228,3.472103,80,0.0,-4.780332,91.05029,-4.780332,80,6225
29.008,4.800566,-13.03427,3.182364,80,0.0,-4.800566,91.16302,-4.800566,80,6225
29.073,4.788413,-12.98639,2.302829,80,0.0,-4.788413,91.27017,-4.788413,80,6225
29.136,4.594971,-12.94044,-2.026575,80,0.0,-4.594971,91.08847,-4.594971,80,6225
29.197,4.498014,-12.89546,-3.560394,80,0.0,-4.498014,90.91305,-4.498014,80,6225
29.258,4.31625,-12.8523,-6.483598,80,0.0,-4.31625,91.01698,-4.31625,80,6225
29.324,4.020387,-12.81209,-11.10414,80,0.0,-4.020387,91.13737,-4.020387,80,6225
29.388,3.833189,-12.77376,-12.62726,80,0.0,-3.833189,91.27542,-3.833189,80,6225
29.451,3.256019,-12.7412,-21.64522,80,0.0,-3.256019,91.44606,-3.256019,80,6225
29.513,2.965834,-12.71154,-23.11987,80,0.0,-2.965834,91.28063,-2.965834,80,6225
29.581,2.53122,-12.68623,-27.18819,80,0.0,-2.53122,91.10822,-2.53122,80,6225
29.648,2.018442,-12.66605,-32.00611,80,0.0,-2.018442,90.85415,-2.018442,80,6225
29.714,1.382069,-12.65223,-38.33234,80,0.0,-1.382069,91.45673,-1.382069,80,6225
29.786,0.8762444,-12.64346,-40.78237,78.61525,0.0,-0.8762444,91.40255,-0.8762444,78.61525,6203
29.855,0.5388856,-12.63807,-39.37307,45.0224,0.0,-0.5388856,91.96272,-0.5388856,45.0224,5652
29.92,0.1153168,-12.63692,-39.96984,2.606295,0.0,-0.1153168,91.89034,-0.1153168,2.606295,4957
30.049,-0.2004498,-12.63893,-38.2912,-28.80328,0.0,0.2004498,91.62601,0.2004498,-28.80328,4443
30.119,-0.3671643,-12.6426,-33.96725,-45.04377,0.0,0.3671643,91.20421,0.3671643,-45.04377,4177
30.19,-0.3226516,-12.64582,-26.28355,-39.82538,0.0,0.3226516,91.25712,0.3226516,-39.82538,4262
30.262,-0.5763221,-12.65159,-26.10025,-65.17635,0.0,0.5763221,91.54249,0.5763221,-65.17635,3847
30.331,-0.6978325,-12.65856,-23.31041,-77.05113,0.0,0.6978325,91.28101,0.6978325,-77.05113,3652
30.402,-0.780532,-12.66637,-20.30232,-80,0.0,0.780532,91.5712,0.780532,-80,3604
30.472,-1.221233,-12.67858,-25.05587,-80,0.0,1.221233,91.67986,1.221233,-80,3604
30.545,-1.182259,-12.6904,-19.26523,-80,0.0,1.182259,91.58344,1.182259,-80,3604
30.617,-1.683798,-12.70724,-25.44295,-80,0.0,1.683798,91.5617,1.683798,-80,3604
30.686,-2.016339,-12.72741,-27.00519,-80,0.0,2.016339,91.51559,2.016339,-80,3604
30.756,-2.328274,-12.75069,-27.84286,-80,0.0,2.328274,91.40585,2.328274,-80,3604
30.869,-2.486861,-12.77556,-25.44603,-80,0.0,2.486861,91.55923,2.486861,-80,3604
30.923,-2.769121,-12.80325,-26.00202,-80,0.0,2.769121,91.37792,2.769121,-80,3604
30.972,-3.101583,-12.83426,-27.45084,-80,0.0,3.101583,91.27765,3.101583,-80,3604
31.03,-3.42539,-12.86852,-28.43683,-80,0.0,3.42539,91.11365,3.42539,-80,3604
31.147,-4.0746,-12.90926,-35.73367,-80,0.0,4.0746,91.40055,4.0746,-80,3604
31.203,-4.356053,-12.95283,-34.21599,-80,0.0,4.356053,91.46828,4.356053,-80,3604
31.257,-4.1744,-12.99457,-23.73974,-80,0.0,4.1744,91.48582,4.1744,-80,3604
31.314,-4.238547,-13.03695,-20.27472,-80,0.0,4.238547,91.60148,4.238547,-80,3604
31.368,-4.584135,-13.0828,-23.13153,-80,0.0,4.584135,91.70468,4.584135,-80,3604
31.422,-5.032849,-13.13312,-27.47952,-80,0.0,5.032849,91.60204,5.032849,-80,3604
31.483,-5.545271,-13.18858,-32.23205,-80,0.0,5.545271,91.70338,5.545271,-80,3604
31.537,-5.678107,-13.24536,-28.44236,-80,0.0,5.678107,91.91977,5.678107,-80,3604
31.599,-6.145099,-13.30681,-32.09372,-80,0.0,6.145099,92.15779,6.145099,-80,3604
31.653,-6.299427,-13.3698,-28.76155,-80,0.0,6.299427,92.14423,6.299427,-80,3604
31.714,-6.346766,-13.43327,-23.95601,-80,0.0,6.346766,91.9032,6.346766,-80,3604
31.773,-6.234047,-13.49561,-16.91043,-80,0.0,6.234047,91.77342,6.234047,-80,3604
31.832,-6.549282,-13.5611,-19.83305,-80,0.0,6.549282,91.70088,6.549282,-80,3604
31.897,-6.270162,-13.62381,-10.28403,-80,0.0,6.270162,91.61314,6.270162,-80,3604
31.96,-6.36352,-13.68744,-10.0944,-80,0.0,6.36352,91.53024,6.36352,-80,3604
32.078,-6.740394,-13.75484,-15.61299,-80,0.0,6.740394,91.11549,6.740394,-80,3604
32.145,-7.107214,-13.82592,-19.82681,-80,0.0,7.107214,91.08012,7.107214,-80,3604
32.205,-7.421636,-13.90013,-22.14987,-80,0.0,7.421636,91.09441,7.421636,-80,3604
32.27,-7.617363,-13.97631,-21.63445,-80,0.0,7.617363,91.27803,7.617363,-80,3604
32.328,-7.561841,-14.05192,-16.1971,-80,0.0,7.561841,91.09203,7.561841,-80,3604
32.388,-7.789996,-14.12982,-17.52079,-80,0.0,7.789996,90.7327,7.789996,-80,3604
32.446,-7.99556,-14.20978,-18.12791,-80,0.0,7.99556,90.47636,7.99556,-80,3604
32.511,-8.397868,-14.29376,-22.5485,-80,0.0,8.397868,90.69478,8.397868,-80,3604
32.572,-8.597624,-14.37974,-22.03391,-80,0.0,8.597624,90.31039,8.597624,-80,3604
32.637,-8.623672,-14.46597,-18.14808,-80,0.0,8.623672,90.54272,8.623672,-80,3604
32.703,-8.706433,-14.55304,-16.1737,-80,0.0,8.706433,90.27776,8.706433,-80,3604
32.765,-8.969061,-14.64273,-18.19151,-80,0.0,8.969061,90.12035,8.969061,-80,3604
32.827,-9.09997,-14.73373,-17.17139,-80,0.0,9.09997,90.06064,9.09997,-80,3604
32.891,-9.298544,-14.82671,-17.7086,-80,0.0,9.298544,90.27092,9.298544,-80,3604
32.956,-9.165947,-14.91837,-11.51494,-80,0.0,9.165947,90.10701,9.165947,-80,3604
33.083,-9.329149,-15.01166,-12.476,-80,0.0,9.329149,89.87167,9.329149,-80,3604
33.15,-9.619955,-15.10786,-15.79691,-80,0.0,9.619955,90.00334,9.619955,-80,3604
33.215,-9.387654,-15.20174,-7.991515,-80,0.0,9.387654,89.76106,9.387654,-80,3604
33.281,-9.672038,-15.29846,-12.08089,-80,0.0,9.672038,89.69619,9.672038,-80,3604
33.35,-9.779729,-15.39626,-11.81853,-80,0.0,9.779729,89.7161,9.779729,-80,3604
33.416,-9.983209,-15.49609,-13.52442,-80,0.0,9.983209,89.68772,9.983209,-80,3604
33.486,-10.11609,-15.59725,-13.4771,-80,0.0,10.11609,89.89203,10.11609,-80,3604
33.555,-10.33487,-15.7006,-15.15731,-80,0.0,10.33487,89.66882,10.33487,-80,3604
33.624,-10.31979,-15.8038,-11.82435,-80,0.0,10.31979,89.5885,10.31979,-80,3604
33.697,-10.32871,-15.90709,-9.637877,-80,0.0,10.32871,89.91544,10.32871,-80,3604
33.764,-10.10758,-16.00816,-3.287599,-80,0.0,10.10758,90.56548,10.10758,-80,3604
33.844,-10.23912,-16.11055,-5.260942,-80,0.0,10.23912,90.45134,10.23912,-80,3604
33.912,-10.44441,-16.215,-8.314474,-80,0.0,10.44441,90.1164,10.44441,-80,3604
33.98,-10.54152,-16.32041,-8.593889,-80,0.0,10.54152,90.32096,10.54152,-80,3604
34.048,-10.63194,-16.42673,-8.683393,-80,0.0,10.63194,90.2391,10.63194,-80,3604
34.184,-10.80875,-16.53482,-10.48307,-80,0.0,10.80875,90.10982,10.80875,-80,3604
34.255,-10.90953,-16.64391,-10.40188,-80,0.0,10.90953,89.77971,10.90953,-80,3604
34.364,-11.17223,-16.75564,-13.5756,-80,0.0,11.17223,89.59235,11.17223,-80,3604
34.417,-11.29676,-16.8686,-13.35108,-80,0.0,11.29676,89.69765,11.29676,-80,3604
34.468,-11.91228,-16.98773,-22.99121,-80,0.0,11.91228,89.39918,11.91228,-80,3604
34.523,-12.05477,-17.10828,-21.24278,-80,0.0,12.05477,89.43497,12.05477,-80,3604
34.582,-12.21788,-17.23046,-20.25642,-80,0.0,12.21788,89.53381,12.21788,-80,3604
34.638,-11.94234,-17.34988,-10.69431,-80,0.0,11.94234,89.74011,11.94234,-80,3604
34.698,-11.84568,-17.46833,-6.622294,-80,0.0,11.84568,89.62829,11.84568,-80,3604
34.752,-12.01926,-17.58853,-8.769535,-80,0.0,12.01926,89.5,12.01926,-80,3604
34.808,-12.43707,-17.7129,-15.37172,-80,0.0,12.43707,89.14979,12.43707,-80,3604
34.865,-12.46204,-17.83752,-12.79672,-80,0.0,12.46204,88.20882,12.46204,-80,3604
34.918,-12.41081,-17.96163,-9.212808,-80,0.0,12.41081,88.38058,12.41081,-80,3604
34.979,-12.55889,-18.08722,-10.33181,-80,0.0,12.55889,88.62403,12.55889,-80,3604
35.038,-12.8795,-18.21601,-14.67774,-80,0.0,12.8795,88.52647,12.8795,-80,3604
35.159,-12.93184,-18.34533,-12.78895,-80,0.0,12.93184,88.37913,12.93184,-80,3604
35.222,-12.93568,-18.47469,-10.30791,-80,0.0,12.93568,88.55688,12.93568,-80,3604
35.28,-12.94207,-18.60411,-8.37412,-80,0.0,12.94207,88.655,12.94207,-80,3604
35.34,-12.8857,-18.73296,-5.5719,-80,0.0,12.8857,88.32758,12.8857,-80,3604
35.399,-13.09147,-18.86388,-8.572968,-80,0.0,13.09147,88.22786,13.09147,-80,3604
35.463,-12.85715,-18.99245,-2.171962,-80,0.0,12.85715,88.03979,12.85715,-80,3604
35.523,-12.92697,-19.12172,-3.134035,-80,0.0,12.92697,88.04387,12.92697,-80,3604
35.582,-12.76318,-19.24935,0.7685287,-80,0.0,12.76318,88.19765,12.76318,-80,3604
35.642,-12.42929,-19.37364,7.292679,-80,0.0,12.42929,88.4081,12.42929,-80,3604
35.703,-12.66176,-19.50026,1.184772,-80,0.0,12.66176,88.42796,12.66176,-80,3604
35.767,-12.7472,-19.62773,-0.7610336,-80,0.0,12.7472,88.35419,12.7472,-80,3604
35.828,-12.80349,-19.75577,-1.734697,-80,0.0,12.80349,88.51913,12.80349,-80,3604
35.896,-12.78211,-19.88359,-0.9601297,-80,0.0,12.78211,88.34389,12.78211,-80,3604
35.958,-12.71014,-20.01069,0.6712959,-80,0.0,12.71014,88.58047,12.71014,-80,3604
36.026,-12.49685,-20.13566,4.802822,-80,0.0,12.49685,88.56978,12.49685,-80,3604
36.15,-12.97764,-20.26544,-5.773545,-80,0.0,12.97764,88.33124,12.97764,-80,3604
36.212,-12.86256,-20.39406,-2.317201,-80,0.0,12.86256,88.66932,12.86256,-80,3604
36.275,-13.03741,-20.52444,-5.350636,-80,0.0,13.03741,88.77814,13.03741,-80,3604
36.34,-13.04037,-20.65484,-4.339714,-80,0.0,13.04037,88.81384,13.04037,-80,3604
36.405,-12.99605,-20.7848,-2.585464,-80,0.0,12.99605,88.66057,12.99605,-80,3604
36.469,-12.80156,-20.91282,1.821456,-80,0.0,12.80156,89.36926,12.80156,-80,3604
36.535,-12.53778,-21.03819,6.732777,-80,0.0,12.53778,89.47507,12.53778,-80,3604
36.603,-12.71787,-21.16537,1.784308,-80,0.0,12.71787,89.46212,12.71787,-80,3604
36.67,-12.28368,-21.28821,10.11126,-80,0.0,12.28368,89.53901,12.28368,-80,3604
36.734,-12.51124,-21.41332,3.53798,-80,0.0,12.51124,89.55875,12.51124,-80,3604
36.803,-12.40573,-21.53738,4.940408,-80,0.0,12.40573,89.67067,12.40573,-80,3604
36.874,-12.55202,-21.6629,1.026606,-80,0.0,12.55202,89.74506,12.55202,-80,3604
36.942,-12.46038,-21.7875,2.654056,-80,0.0,12.46038,89.65467,12.46038,-80,3604
37.011,-12.52495,-21.91275,0.831951,-80,0.0,12.52495,90.05023,12.52495,-80,3604
37.079,-12.5196,-22.03795,0.772563,-80,0.0,12.5196,90.19946,12.5196,-80,3604
37.211,-12.36468,-22.1616,3.716347,-80,0.0,12.36468,90.23939,12.36468,-80,3604
37.281,-12.45619,-22.28616,1.142977,-80,0.0,12.45619,89.67911,12.45619,-80,3604
